Area,Property Type,Price,Date,Price per sqm,Rooms,Parking,Building,Community,Nearest Metro,Projected Growth,Investment Score
Al Thanyah Fifth,Unit,835000.0,12/9/2021,10999.87,1 B/R,1,SABA 2,Jumeirah Lakes Towers,Damac Properties,14.8,74.4
Al Warsan First,Unit,250000.0,27-01-2021,6578.95,Shop,0,X17,International City Phase 1,Rashidiya Metro Station,13.7,68.6
Al Thanyah Fifth,Unit,1900000.0,27-04-2020,9515.7,3 B/R,1,GREEN LAKES S3,Jumeirah Lakes Towers,Damac Properties,11.4,58.0
Marsa Dubai,Unit,2330000.0,22-02-2023,11659.91,2 B/R,1,The Jewels T1,Dubai Marina,Jumeirah Beach Residency,12.4,63.2
Jabal Ali First,Unit,480000.0,13-03-2023,5333.33,1 B/R,0,MED 51,Discovery Gardens,Harbour Tower,11.7,58.8
Burj Khalifa,Unit,1400000.0,27-05-2022,15471.32,1 B/R,1,South Ridge 4,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,7.2,36.7
Jabal Ali First,Unit,300000.0,28-11-2021,6666.67,Studio,0,MED 80,Discovery Gardens,Harbour Tower,11.5,57.7
Jabal Ali First,Unit,390000.0,18-04-2021,4285.71,1 B/R,0,MED 94,Discovery Gardens,Harbour Tower,10.6,53.2
Jabal Ali First,Unit,295000.0,5/7/2022,6555.56,Studio,0,MED 94,Discovery Gardens,Harbour Tower,5.9,29.7
Jabal Ali First,Unit,385000.0,19-07-2020,4325.84,1 B/R,0,MOG 189,Discovery Gardens,Harbour Tower,11.7,58.7
Jabal Ali First,Unit,250000.0,25-03-2022,5555.56,Studio,0,MOG 184,Discovery Gardens,Harbour Tower,11.7,58.6
Jabal Ali First,Unit,430000.0,18-11-2022,4831.46,1 B/R,0,MOG 202,Discovery Gardens,Harbour Tower,14.9,74.7
Burj Khalifa,Unit,2322888.0,20-01-2009,16342.25,2 B/R,1,8 BLVD WALK,Burj Khalifa,Business Bay Metro Station,10.4,53.2
Burj Khalifa,Unit,1250000.0,15-10-2020,13295.04,1 B/R,1,MISKA 3,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,5.9,30.2
Burj Khalifa,Unit,7000000.0,24-10-2022,32296.76,3 B/R,1,Burj Khalifa Zone 2B ,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,9.7,52.2
Al Thanyah Fifth,Unit,550000.0,23-08-2022,12106.54,Studio,0,LAKE TERRACE,Jumeirah Lakes Towers,Jumeirah Lakes Towers,7.7,38.8
Al Thanyah Fifth,Unit,1500000.0,3/11/2022,10929.76,3 B/R,0,LAKE TERRACE,Jumeirah Lakes Towers,Jumeirah Lakes Towers,5.9,30.3
Al Hebiah First,Unit,900000.0,3/5/2021,5011.69,2 B/R,1,NEWBRIDGE HILL 3,Motor City,Sharaf Dg Metro Station,5.9,30.0
Al Hebiah First,Unit,445000.0,13-08-2020,4994.95,1 B/R,1,WIDCOMBE HOUSE 1,Motor City,Sharaf Dg Metro Station,12.7,63.7
Marsa Dubai,Unit,850000.0,15-02-2021,6807.62,1 B/R,1,THE WAVES B,Dubai Marina,Jumeirah Beach Residency,12.6,63.4
Al Warsan First,Unit,450000.0,1/9/2022,5828.26,1 B/R,1,DANA 2,International City Phase 1,Rashidiya Metro Station,6.0,30.2
Al Warsan First,Unit,600000.0,8/10/2020,4988.78,2 B/R,1,DANA 2,International City Phase 1,Rashidiya Metro Station,13.8,69.3
Al Hebiah First,Unit,800000.0,16-12-2020,5853.94,2 B/R,1,SHERLOCK HOUSE 2,Motor City,Sharaf Dg Metro Station,6.2,31.4
Marsa Dubai,Unit,590000.0,21-01-2009,3300.7,3 B/R,1,Rimal 4,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,13.9,69.8
Marsa Dubai,Unit,1607000.0,16-09-2022,19412.9,1 B/R,1,Paloma x3,Dubai Marina,Jumeirah Beach Residency,14.6,73.8
Marsa Dubai,Unit,1635000.0,24-03-2021,9051.65,3 B/R,1,TIME PLACE TOWER,Dubai Marina,Dubai Marina,5.2,26.9
Marsa Dubai,Unit,5600000.0,28-06-2022,14667.75,PENTHOUSE,1,TIME PLACE TOWER,Dubai Marina,Dubai Marina,11.0,57.9
Al Warsan First,Unit,320000.0,13-12-2020,4321.99,2 B/R,1,GLOBAL GREEN VIEW,International City Phase 1,Rashidiya Metro Station,13.3,66.7
Al Thanyah Fifth,Unit,1300000.0,6/2/2023,11854.82,2 B/R,1,Indigo Tower,Jumeirah Lakes Towers,Jumeirah Lakes Towers,13.5,68.2
Al Thanyah Fifth,Unit,650000.0,1/3/2020,7592.57,1 B/R,1,DUBAI GATE ONE,Jumeirah Lakes Towers,Marina Mall Metro Station,11.7,58.8
Al Thanyah Fifth,Unit,1250000.0,1/2/2022,13691.13,2 B/R,1,Bonnington,Jumeirah Lakes Towers,Jumeirah Lakes Towers,12.5,63.2
Al Thanyah Fifth,Unit,790000.0,22-01-2020,10294.5,1 B/R,1,Indigo Tower,Jumeirah Lakes Towers,Jumeirah Lakes Towers,9.9,49.9
Al Hebiah Fourth,Unit,369000.0,23-05-2022,4753.32,1 B/R,1,Hub Canal 1,Dubai Sports City,Nakheel Metro Station,11.3,56.7
Al Hebiah Fourth,Unit,417500.0,23-05-2022,4486.84,1 B/R,1,Hub Canal 2,Dubai Sports City,Nakheel Metro Station,12.7,63.7
Al Hebiah Fourth,Unit,422500.0,23-05-2022,4541.06,1 B/R,1,Hub Canal 2,Dubai Sports City,Nakheel Metro Station,13.3,66.7
Al Barsha South Fourth,Unit,240000.0,23-06-2021,5358.34,Studio,1,DIAMOND VIEWS 2,Jumeirah Village Circle,Dubai Internet City,5.4,27.1
Al Warsan First,Unit,115000.0,2/9/2020,6052.63,Shop,0,Z03,International City Phase 1,Rashidiya Metro Station,7.3,36.6
Business Bay,Unit,840000.0,16-12-2022,9497.96,Studio,1,EAST HEIGHTS 4,Business Bay,Business Bay Metro Station,7.2,36.4
Marsa Dubai,Unit,1250000.0,2/6/2021,12088.97,1 B/R,1,Marina Quay West,Dubai Marina,Jumeirah Beach Resdency,5.0,25.7
Palm Jumeirah,Unit,6800000.0,9/2/2022,29999.56,3 B/R,1,ADRIATIC,Palm Jumeirah,Palm Jumeirah,11.9,63.1
Palm Jumeirah,Unit,2565000.0,21-03-2021,16153.41,2 B/R,1,PACIFIC,Palm Jumeirah,Palm Jumeirah,12.5,63.8
Al Barsha South Fourth,Unit,340000.0,27-12-2021,5700.87,Studio,1,Emirates Gardens 1 - G1,Jumeirah Village Circle,Dubai Internet City,8.7,43.7
Business Bay,Unit,4520000.0,2/5/2021,6424.56,4 B/R,1,PLAZA BOUTIQUE - 15,Business Bay,Business Bay Metro Station,5.9,31.9
Al Thanyah Fifth,Unit,460000.0,29-08-2021,10782.93,Studio,1,Goldcrest Views,Jumeirah Lakes Towers,Damac Properties,14.3,71.7
Business Bay,Unit,2142491.0,19-01-2020,8739.15,Office,1,Bay Square - 03,Business Bay,Buj Khalifa Dubai Mall Metro Station,5.4,28.1
Al Thanyah Fifth,Unit,350000.0,4/8/2020,4209.77,Office,1,Tiffany Towers,Jumeirah Lakes Towers,Damac Properties,10.2,51.2
Al Thanyah Fifth,Unit,716374.0,27-01-2022,6762.07,Office,1,Tiffany Towers,Jumeirah Lakes Towers,Damac Properties,5.5,27.9
Al Thanyah Fifth,Unit,852887.0,22-06-2021,7642.36,Office,1,Tiffany Towers,Jumeirah Lakes Towers,Damac Properties,12.9,64.9
Marsa Dubai,Unit,650000.0,1/4/2022,8990.32,1 B/R,1,Sulafa Tower,Dubai Marina,Mina Seyahi,11.2,56.3
Marsa Dubai,Unit,1225000.0,3/10/2021,8726.31,2 B/R,1,OCEAN HEIGHTS,Dubai Marina,Mina Seyahi,13.3,67.1
Al Thanyah Fifth,Unit,370000.0,5/1/2021,10010.82,Studio,1,JUMAIRAH BAY TOWER-X1-1,Jumeirah Lakes Towers,Damac Properties,7.5,37.7
Al Thanyah Fifth,Unit,680000.0,5/3/2020,7805.33,2 B/R,1,ICON 2,Jumeirah Lakes Towers,Jumeirah Lakes Towers,6.9,34.9
Wadi Al Safa 5,Unit,459000.0,11/7/2021,4649.04,2 B/R,1,Skycourts Tower F,Residential Complex,,7.5,37.7
Business Bay,Unit,760000.0,26-07-2022,6780.27,Office,1,Clover Bay,Business Bay,Business Bay Metro Station,14.2,71.4
Palm Jumeirah,Unit,4174218.0,22-11-2021,11883.22,2 B/R,1,KEMPINSKI RESIDENCES,Palm Jumeirah,Mina Seyahi,6.6,35.2
Business Bay,Unit,505000.0,26-05-2022,8911.24,Office,1,Churchill Tower 1-Commercial,Business Bay,Business Bay Metro Station,10.9,54.8
Business Bay,Unit,1220000.0,18-07-2022,10339.86,2 B/R,1,Churchill Tower 2-Residential,Business Bay,Business Bay Metro Station,10.8,54.6
Al Barshaa South Third,Unit,400000.0,23-02-2021,5159.29,1 B/R,1,La Fontana Di Trevi,Arjan,Sharaf Dg Metro Station,7.7,38.7
Al Thanyah Fifth,Unit,840000.0,7/12/2021,9648.52,2 B/R,1,GLOBAL LAKE VIEW,Jumeirah Lakes Towers,Jumeirah Lakes Towers,9.4,47.4
Marsa Dubai,Unit,800000.0,21-02-2021,8966.6,1 B/R,1,ELITE RESIDENCE,Dubai Marina,Mina Seyahi,11.5,57.9
Al Hebiah Fifth,Unit,1010000.0,28-09-2017,9956.62,2 B/R,1,AL THAMAM 8,Remraam,,6.4,32.5
Al Hebiah Fifth,Unit,957894.0,21-01-2013,6451.33,2 B/R,1,AL THAMAM 22,Remraam,,7.3,37.0
Al Warsan First,Unit,230000.0,19-09-2021,5255.94,Studio,0,IC1-EMR-12,International City Phase 1,Rashidiya Metro Station,12.7,63.6
Al Thanyah Fifth,Unit,1002334.0,3/10/2013,7998.2,Office,1,HDS BUSINESS CENTRE,Jumeirah Lakes Towers,Jumeirah Lakes Towers,12.8,64.5
Al Thanyah Fifth,Unit,1275000.0,22-12-2022,7783.41,Office,1,HDS BUSINESS CENTRE,Jumeirah Lakes Towers,Jumeirah Lakes Towers,5.4,27.7
Marsa Dubai,Unit,1150000.0,13-04-2021,17796.35,1 B/R,1,BAY CENTRAL 2,Dubai Marina,Jumeirah Beach Resdency,6.3,32.1
Al Barsha South Fourth,Unit,725000.0,29-09-2022,4730.21,2 B/R,1,SANDOVAL GARDEN APARTMENTS 2,Jumeirah Village Circle,Nakheel Metro Station,7.4,37.4
Al Hebiah First,Unit,540000.0,14-02-2022,5246.28,Office,1,DETROIT HOUSE,Motor City,Dubai Internet City,6.0,30.3
Al Thanyah Fifth,Unit,500000.0,4/5/2021,4674.64,Office,1,PLATINUM TOWER,Jumeirah Lakes Towers,Jumeirah Lakes Towers,12.2,61.3
Business Bay,Unit,3000000.0,11/3/2020,3854.31,Shop,1,U-BORA TOWER 4,Business Bay,Business Bay Metro Station,10.9,56.1
Business Bay,Unit,800000.0,10/2/2021,9001.91,1 B/R,1,THE RESIDENCES AT BUSINESS CENTRAL,Business Bay,Buj Khalifa Dubai Mall Metro Station,8.3,41.9
Al Thanyah Fifth,Unit,1455000.0,21-01-2020,5916.56,,1,JBC4,Jumeirah Lakes Towers,Jumeirah Lakes Towers,6.8,34.8
Jabal Ali Industrial Second,Unit,490000.0,18-11-2021,6316.88,1 B/R,1,SUBURBIA A,Down Town Jabal Ali,UAE Exchange Metro Station,8.4,42.3
Burj Khalifa,Unit,8000000.0,26-12-2022,27508.42,Office,1,BD BLVD Plaza T2,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,9.4,51.2
Business Bay,Unit,515000.0,30-12-2020,7525.94,Office,1,Oxford Tower,Business Bay,Business Bay Metro Station,9.1,45.8
Al Hebiah Fourth,Unit,280000.0,26-10-2021,6692.16,Studio,1,Elite Residences 3,Dubai Sports City,Nakheel Metro Station,12.0,60.1
Marsa Dubai,Unit,2600000.0,25-07-2022,15601.56,2 B/R,1,ATLANTIC TOWER 2,Dubai Marina,Jumeirah Beach Resdency,5.2,27.4
Business Bay,Unit,600000.0,9/6/2022,16142.05,Studio,1,WATER'S EDGE,Business Bay,Buj Khalifa Dubai Mall Metro Station,6.8,34.3
Business Bay,Unit,610000.0,31-01-2022,9585.17,1 B/R,1,Executive Bay-A,Business Bay,Business Bay Metro Station,10.0,50.3
Palm Jumeirah,Unit,850000.0,30-12-2020,7002.22,1 B/R,1,GOLDEN MILE 3,Palm Jumeirah,Palm Jumeirah,12.3,61.9
Al Barsha South Fourth,Unit,480000.0,2/11/2022,7894.74,1 B/R,1,DIAMOND VIEWS 3,Jumeirah Village Circle,Dubai Internet City,6.3,31.8
Me'Aisem First,Unit,400000.0,12/7/2022,3859.89,1 B/R,1,CENTRIUM TOWER 1,International Media Production Zone,Damac Properties,10.1,50.7
Al Barsha South Fourth,Unit,450000.0,26-10-2021,6088.49,1 B/R,1,Fortunato 1,Jumeirah Village Circle,Dubai Internet City,12.1,60.7
Me'Aisem First,Unit,220000.0,27-12-2021,6412.12,Studio,1,LAKESIDE C,International Media Production Zone,Damac Properties,8.5,42.6
Me'Aisem First,Unit,360000.0,24-08-2022,5231.04,1 B/R,1,LAKESIDE D,International Media Production Zone,Damac Properties,11.4,57.2
Al Thanyah Fifth,Unit,790000.0,27-01-2022,9151.99,1 B/R,1,LAGUNA TOWER,Jumeirah Lakes Towers,Jumeirah Lakes Towers,11.9,59.9
Burj Khalifa,Unit,3000000.0,15-06-2022,23248.61,2 B/R,1,VIDA RESIDENCE DOWNTOWN,Burj Khalifa,Business Bay Metro Station,5.6,29.6
Burj Khalifa,Unit,2200000.0,12/1/2023,16764.46,2 B/R,1,BLVD CRESCENT Tower 1,Burj Khalifa,Business Bay Metro Station,12.1,61.7
Al Hebiah Third,Unit,2650000.0,15-06-2022,10891.9,3 B/R,1,Golf Promenade 5 - A,DAMAC HILLS,,10.2,52.4
Al Barsha South Fourth,Unit,1225000.0,11/8/2022,7025.29,2 B/R,1,VILLA PERA,Jumeirah Village Circle,Nakheel Metro Station,14.6,73.6
Al Barsha South Fourth,Unit,345000.0,5/8/2022,7945.65,Studio,1,REEF RESIDENCE,Jumeirah Village Circle,Nakheel Metro Station,11.3,56.7
Al Hebiah Fourth,Unit,210000.0,10/8/2021,6388.8,Studio,1,ROYALE RESIDENCE 1,Dubai Sports City,Nakheel Metro Station,12.1,60.6
Business Bay,Unit,675934.0,14-12-2022,10187.4,Office,1,Park Lane,Business Bay,Business Bay Metro Station,12.0,60.4
Marsa Dubai,Unit,385000.0,7/9/2020,6790.12,Studio,1,TFG MARINA,Dubai Marina,Jumeirah Beach Residency,6.3,31.7
Al Thanyah Fifth,Unit,450000.0,16-02-2023,11007.83,Studio,1,DUBAI GATE 2,Jumeirah Islands,Jumeirah Lakes Towers,10.4,52.2
Burj Khalifa,Unit,1200000.0,28-03-2021,23201.86,Studio,1,The Address - The BLVD,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,6.6,33.6
Burj Khalifa,Unit,3050000.0,31-05-2021,22653.0,2 B/R,1,The Address - The BLVD,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,6.5,34.1
Business Bay,Unit,402477.0,1/3/2022,9472.28,Studio,1,SAFEER TOWER 1,Business Bay,Business Bay Metro Station,5.8,29.2
Al Hebiah Third,Unit,1600000.0,12/10/2021,8677.26,3 B/R,1,DAMAC HILLS - GOLF VISTA - TOWER A,DAMAC HILLS,,9.1,46.3
Wadi Al Safa 2,Unit,765000.0,10/6/2021,5119.45,3 B/R,1,MAZAYA 17,Liwan,,14.9,74.9
Al Hebiah Fourth,Unit,350000.0,14-11-2022,4973.0,1 B/R,1,RED RESIDENCE,Dubai Sports City,Dubai Internet City,6.4,32.2
Al Hebiah Fourth,Unit,550000.0,5/8/2020,3430.85,2 B/R,1,GLOBAL GOLF RESIDENCE 2,Dubai Sports City,Nakheel Metro Station,6.3,31.8
Al Barsha South Fourth,Unit,703000.0,16-11-2022,17483.21,Studio,1,TOWER 108,Jumeirah Village Circle,Nakheel Metro Station,9.4,47.4
Al Barsha South Fourth,Unit,250000.0,6/8/2020,7603.41,Studio,1,KNIGHTSBRIDGE COURT,Jumeirah Village Circle,Nakheel Metro Station,8.0,40.1
Madinat Al Mataar,Unit,295000.0,9/9/2022,7086.24,Studio,1,CELESTIA A,Dubai World Central,,11.3,56.7
Palm Jumeirah,Unit,2200000.0,16-11-2020,17739.07,2 B/R,1,THE 8,Palm Jumeirah,Mina Seyahi,13.9,70.7
Palm Jumeirah,Unit,2150000.0,15-07-2022,22655.43,1 B/R,1,THE 8,Palm Jumeirah,Mina Seyahi,5.7,29.6
Al Khairan First,Unit,1300400.0,26-04-2022,14233.8,1 B/R,1,THE DUBAI CREEK RESIDENCES - NORTH TOWER 1,The Lagoons,Creek Metro Station,14.5,73.2
Marsa Dubai,Unit,660000.0,8/11/2022,10764.96,1 B/R,1,ESCAN MARINA TOWER,Dubai Marina,Jumeirah Beach Residency,8.4,42.3
Al Hebiah Third,Unit,420000.0,25-08-2022,11170.21,Studio,1,DAMAC HILLS - CARSON (A),DAMAC HILLS,,5.7,28.7
Al Thanyah First,Unit,895000.0,7/1/2020,27786.4,Studio,1,The First Central,TECOM Site C,Dubai Internet City,10.5,53.0
Al Barsha South Fourth,Unit,230000.0,19-09-2022,6782.66,Studio,1,HANOVER SQUARE,Jumeirah Village Circle,Dubai Internet City,12.8,64.1
Al Barsha South Fourth,Unit,550000.0,9/8/2022,5697.71,1 B/R,1,Plaza Residences 2,Jumeirah Village Circle,Nakheel Metro Station,10.5,52.8
Al Barsha South Fourth,Unit,515000.0,14-03-2022,11699.23,Studio,1,PARK VIEW TOWER,Jumeirah Village Circle,Nakheel Metro Station,7.9,39.8
Jabal Ali First,Unit,845000.0,13-01-2021,6425.86,2 B/R,1,Azizi Yasamine,Al Furjan,Ibn Battuta Metro Station,10.8,54.4
Business Bay,Unit,2000000.0,27-09-2022,15587.25,2 B/R,1,PRIVE BY DAMAC (B),Business Bay,Business Bay Metro Station,11.6,59.1
Al Warsan First,Unit,595000.0,10/12/2020,7096.0,Office,1,INDIGO OPTIMA 1,International City Phase 1,Rashidiya Metro Station,6.8,34.3
Al Goze Fourth,Unit,375000.0,10/1/2022,6002.88,Studio,1,AL KHAIL HEIGHTS 7A-7B,,Noor Bank Metro Station,5.9,29.7
Al Goze Fourth,Unit,405000.0,5/8/2021,5638.31,1 B/R,1,AL KHAIL HEIGHTS 7A-7B,,Noor Bank Metro Station,12.7,63.7
Al Goze Fourth,Unit,409798.0,24-02-2020,3813.49,1 B/R,1,AL KHAIL HEIGHTS 1A-1B,,Noor Bank Metro Station,14.7,73.7
Al Goze Fourth,Unit,575000.0,18-10-2022,6165.56,1 B/R,1,AL KHAIL HEIGHTS 9A-9B,,Noor Bank Metro Station,9.2,46.3
Al Goze Fourth,Unit,880000.0,25-03-2022,5931.12,2 B/R,1,AL KHAIL HEIGHTS 9A-9B,,Noor Bank Metro Station,9.4,47.5
Al Goze Fourth,Unit,670000.0,22-04-2021,5434.78,1 B/R,1,AL KHAIL HEIGHTS 5A-5B,,Noor Bank Metro Station,12.3,61.9
Business Bay,Unit,1408759.0,9/2/2023,23680.6,1 B/R,1,THE PAD,Business Bay,Buj Khalifa Dubai Mall Metro Station,5.6,28.7
Al Thanyah Fifth,Unit,772991.0,14-03-2023,8994.54,,1,Dubai Star,Jumeirah Islands,Jumeirah Lakes Towers,5.1,25.9
Al Thanyah Fifth,Unit,438000.0,8/9/2021,5098.36,,1,Dubai Star,Jumeirah Islands,Jumeirah Lakes Towers,12.6,63.2
Al Hebiah Fourth,Unit,295000.0,30-11-2020,7137.67,Studio,1,Elite 9 Sports Residence,Dubai Sports City,Nakheel Metro Station,13.0,65.2
Business Bay,Unit,565395.0,23-09-2021,12890.9,Office,1,Tamani Arts Office,Business Bay,Buj Khalifa Dubai Mall Metro Station,9.2,46.3
Business Bay,Unit,395000.0,29-08-2022,9669.52,Office,1,Tamani Arts Office,Business Bay,Buj Khalifa Dubai Mall Metro Station,10.2,51.2
Burj Khalifa,Unit,7050000.0,5/8/2022,37541.94,3 B/R,1,Address Residences Sky View 2,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,6.4,35.7
Al Hebiah Fourth,Unit,395000.0,5/4/2021,4218.73,1 B/R,1,STADUIM POINT,Dubai Sports City,Dubai Internet City,8.2,41.2
Marsa Dubai,Unit,2000000.0,4/7/2021,14528.55,2 B/R,1,Sparkle Tower 1,Dubai Marina,Jumeirah Beach Residency,5.6,29.1
Burj Khalifa,Unit,1422000.0,7/4/2022,18907.06,1 B/R,1,ELITE DOWNTOWN RESIDENCE,Business Bay,Business Bay Metro Station,6.5,33.2
Al Barsha South Fourth,Unit,310000.0,6/4/2022,6740.6,Studio,1,BOTANICA,Jumeirah Village Circle,Nakheel Metro Station,7.0,35.2
Palm Jumeirah,Unit,4850000.0,15-12-2022,46692.98,1 B/R,1,THE PALM TOWER,Palm Jumeirah,Palm Jumeirah,6.8,36.6
Al Yelayiss 2,Unit,325000.0,27-05-2022,10565.67,Studio,1,TOWN SQUARE SAFI 1B,TOWN SQUARE,,10.5,52.7
Burj Khalifa,Unit,1300000.0,19-12-2021,15188.69,1 B/R,1,RP HEIGHTS,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,13.7,69.2
Business Bay,Unit,880000.0,4/3/2022,14182.11,1 B/R,1,MERANO,Business Bay,Business Bay Metro Station,10.1,51.0
Al Barsha South Fourth,Unit,250000.0,17-03-2022,4113.2,Studio,1,May Residence Tower 4,,Dubai Internet City,8.6,43.1
Al Barsha South Fourth,Unit,285000.0,16-03-2021,7721.48,Studio,1,May Residence Tower 5,,Dubai Internet City,9.0,45.2
Al Wasl,Unit,2200000.0,10/9/2020,13347.89,2 B/R,1,Citywalk Residential Building 22,City Walk,Buj Khalifa Dubai Mall Metro Station,12.8,65.2
Al Wasl,Unit,2300000.0,18-02-2020,14234.43,2 B/R,1,Citywalk Residential Building 5,City Walk,Buj Khalifa Dubai Mall Metro Station,12.5,63.7
Nad Al Shiba First,Unit,1300000.0,15-02-2021,8344.03,2 B/R,1,The Galleries,Meydan,Business Bay Metro Station,9.5,48.2
Business Bay,Unit,1020000.0,18-10-2022,17807.26,Studio,1,Marquise Square Tower,Business Bay,Business Bay Metro Station,14.8,74.5
Business Bay,Unit,2571888.0,9/5/2022,19337.5,2 B/R,1,Marquise Square Tower,Business Bay,Business Bay Metro Station,10.8,55.4
Al Barsha South Fifth,Unit,300000.0,7/11/2022,8234.97,Studio,1,AL JAWHARA TOWER,,Jumeirah Lakes Towers,5.3,26.7
Marsa Dubai,Unit,3550000.0,27-05-2021,32764.19,2 B/R,1,Jumeirah Gate Tower 1,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,12.3,63.4
Marsa Dubai,Unit,2114500.0,25-05-2022,36494.65,1 B/R,1,Jumeirah Gate Tower 2,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,11.4,58.1
Marsa Dubai,Unit,2190000.0,15-03-2022,37641.8,1 B/R,1,Jumeirah Gate Tower 2,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,14.0,71.2
Marsa Dubai,Unit,460000.0,7/7/2020,13859.6,Studio,1,Studio One ,Dubai Marina,Jumeirah Beach Residency,10.0,50.2
Jabal Ali First,Unit,651700.0,26-07-2022,8464.74,1 B/R,1,AZIZI SAMIA,Al Furjan,Ibn Battuta Metro Station,12.2,61.3
Al Hebiah Fourth,Unit,360000.0,6/3/2023,11439.47,Studio,1,HERA TOWER,Dubai Sports City,Dubai Internet City,13.3,66.7
Al Barshaa South Third,Unit,350000.0,21-10-2020,8752.19,Studio,1,RESORTZ RESIDENCE BLOCK 3,Arjan,Sharaf Dg Metro Station,14.8,74.2
Business Bay,Unit,614760.0,16-05-2022,13927.5,Studio,1,Elite Business Bay Residence,Business Bay,Business Bay Metro Station,12.6,63.3
Business Bay,Unit,560000.0,17-11-2022,12598.43,Studio,1,Elite Business Bay Residence,Business Bay,Business Bay Metro Station,5.3,26.8
Al Barshaa South Third,Unit,588511.0,19-09-2021,12355.89,Studio,1,Vincitore Boulevard 4,Arjan,Sharaf Dg Metro Station,11.0,55.3
Jabal Ali Industrial Second,Unit,320000.0,3/5/2021,9431.18,Studio,1,Azizi Aura Residences,Down Town Jabal Ali,UAE Exchange Metro Station,12.2,61.2
Wadi Al Safa 3,Unit,726132.0,6/10/2021,5533.7,2 B/R,1,Grenland,Mohammed Bin Rashid AL Maktoum District 11,,13.7,68.9
Al Barsha South Fourth,Unit,545000.0,30-11-2020,6071.75,1 B/R,1,PANTHEON BOULEVARD,,Dubai Internet City,12.5,62.8
Hadaeq Sheikh Mohammed Bin Rashid,Unit,2500000.0,23-01-2023,26818.28,2 B/R,1,EXECUTIVE RESIDENCES,DUBAI HILLS - PARK,First Abu Dhabi Bank Metro Station,8.3,42.8
Madinat Al Mataar,Unit,300000.0,6/8/2020,8968.61,Studio,1,MAG 510,Dubai World Central,,13.1,65.7
Al Barshaa South Third,Unit,450000.0,8/1/2020,10721.94,Studio,0,The Wings - A,Arjan,Sharaf Dg Metro Station,7.0,35.2
Al Barshaa South Third,Unit,450000.0,8/1/2020,10568.34,Studio,1,The Wings - A,Arjan,Sharaf Dg Metro Station,13.9,69.7
Al Barshaa South Third,Unit,750000.0,16-03-2021,8083.64,1 B/R,1,The Wings - C,Arjan,Sharaf Dg Metro Station,8.1,40.9
Al Barshaa South Third,Unit,560000.0,20-12-2020,7301.17,1 B/R,1,The Wings - C,Arjan,Sharaf Dg Metro Station,8.0,40.3
Business Bay,Unit,1251029.0,28-07-2021,13939.04,2 B/R,1,MAG 318,Business Bay,Buj Khalifa Dubai Mall Metro Station,12.6,63.7
Al Kifaf,Unit,2150000.0,3/11/2022,14166.17,2 B/R,1,PARK GATE RESIDENCES 4,Wasl 1,Al Jafiliya Metro Station,9.6,49.1
Business Bay,Unit,810000.0,1/2/2023,18510.05,1 B/R,1,REVA RESIDENCES,,Buj Khalifa Dubai Mall Metro Station,5.4,27.4
Al Thanyah Fifth,Unit,1850000.0,4/4/2022,23399.95,1 B/R,1,BANYAN TREE RESIDENCES HILLSIDE DUBAI,Jumeirah Lakes Towers,Damac Properties,13.9,70.5
Al Merkadh,Unit,2581790.0,29-09-2022,15756.07,3 B/R,1,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 4",,Business Bay Metro Station,12.5,63.9
Al Merkadh,Unit,1117942.0,3/10/2022,15864.08,1 B/R,1,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 4",,Business Bay Metro Station,12.7,64.1
Marsa Dubai,Unit,2678075.0,6/7/2022,21854.7,Shop,1,THE RESIDENCES AT MARINA GATE 1,,Marina Towers,9.0,46.4
Jumeirah First,Unit,1730000.0,24-05-2022,23591.98,1 B/R,1,La Cote ? Building 2,,Trade Centre Metro Station,9.7,49.4
Warsan Fourth,Unit,680000.0,1/3/2023,8908.69,2 B/R,1,SUNCITY HOMES,International City Phase 3,Rashidiya Metro Station,8.2,41.4
Al Barsha South Fourth,Unit,500000.0,30-01-2023,13224.01,Studio,1,Beverly Residence,Jumeirah Village Circle,Dubai Internet City,7.5,37.8
Al Barshaa South Third,Unit,921690.0,6/9/2022,9416.53,1 B/R,1,2020 Marquis,Arjan,Sharaf Dg Metro Station,5.9,30.0
Al Barshaa South Third,Unit,642400.0,19-04-2021,8600.88,1 B/R,1,2020 Marquis,Arjan,Sharaf Dg Metro Station,6.6,33.3
Al Warsan First,Unit,412000.0,29-09-2022,9934.89,Studio,1,Tabeer 1,International City Phase 1,Rashidiya Metro Station,5.9,29.7
